Date,Centre_Name,Commodity_Name,Price
29-06-11,RANCHI,Tomato,1000
29-06-11,BHUBANESHWAR,Tomato,1500
29-06-11,CUTTACK,Tomato,1600
29-06-11,SAMBALPUR,Tomato,1200
29-06-11,KOLKATA,Tomato,1600
29-06-11,SILIGURI,Tomato,2000
29-06-11,ITANAGAR,Tomato,NA
29-06-11,GUWAHATI,Tomato,1800
29-06-11,SHILLONG,Tomato,1600
29-06-11,AIZWAL,Tomato,NA
29-06-11,DIMAPUR,Tomato,2000
29-06-11,AGARTALA,Tomato,3650
29-06-11,VIJAYWADA,Tomato,1200
29-06-11,BENGALURU,Tomato,1200
29-06-11,DHARWAD,Tomato,900
29-06-11,T.PURAM,Tomato,1500
29-06-11,ERNAKULAM,Tomato,1750
29-06-11,CHENNAI,Tomato,900
29-06-11,DINDIGUL,Tomato,1300
29-06-11,THIRUCHIRAPALLI,Tomato,1200
29-06-11,HYDERABAD,Tomato,633
30-06-11,CHANDIGARH,Tomato,1000
30-06-11,DELHI,Tomato,1250
30-06-11,HISAR,Tomato,1300
30-06-11,KARNAL,Tomato,1100
30-06-11,SHIMLA,Tomato,1600
30-06-11,MANDI,Tomato,1200
30-06-11,SRINAGAR,Tomato,NA
30-06-11,JAMMU,Tomato,NA
30-06-11,AMRITSAR,Tomato,NA
30-06-11,LUDHIANA,Tomato,NA
30-06-11,BATHINDA,Tomato,NA
30-06-11,LUCKNOW,Tomato,1800
30-06-11,KANPUR,Tomato,800
30-06-11,VARANASI,Tomato,2400
30-06-11,AGRA,Tomato,NA
30-06-11,DEHRADUN,Tomato,1000
30-06-11,RAIPUR,Tomato,1200
30-06-11,AHMEDABAD,Tomato,1500
30-06-11,RAJKOT,Tomato,1200
30-06-11,BHOPAL,Tomato,800
30-06-11,INDORE,Tomato,1100
30-06-11,MUMBAI,Tomato,1110
30-06-11,NAGPUR,Tomato,1300
30-06-11,JAIPUR,Tomato,1200
30-06-11,JODHPUR,Tomato,NA
30-06-11,KOTA,Tomato,NA
30-06-11,PATNA,Tomato,900
30-06-11,BHAGALPUR,Tomato,1500
30-06-11,RANCHI,Tomato,1000
30-06-11,BHUBANESHWAR,Tomato,1500
30-06-11,CUTTACK,Tomato,1600
30-06-11,SAMBALPUR,Tomato,1200
30-06-11,KOLKATA,Tomato,1800
30-06-11,SILIGURI,Tomato,2000
30-06-11,ITANAGAR,Tomato,NA
30-06-11,GUWAHATI,Tomato,2000
30-06-11,SHILLONG,Tomato,1600
30-06-11,AIZWAL,Tomato,NA
30-06-11,DIMAPUR,Tomato,2000
30-06-11,AGARTALA,Tomato,3650
30-06-11,VIJAYWADA,Tomato,1200
30-06-11,BENGALURU,Tomato,1200
30-06-11,DHARWAD,Tomato,850
30-06-11,T.PURAM,Tomato,1500
30-06-11,ERNAKULAM,Tomato,1750
30-06-11,CHENNAI,Tomato,900
30-06-11,DINDIGUL,Tomato,1300
30-06-11,THIRUCHIRAPALLI,Tomato,1200
30-06-11,HYDERABAD,Tomato,633
01-07-11,CHANDIGARH,Tomato,1000
01-07-11,DELHI,Tomato,1200
01-07-11,HISAR,Tomato,1300
01-07-11,KARNAL,Tomato,1100
01-07-11,SHIMLA,Tomato,1600
01-07-11,MANDI,Tomato,1200
01-07-11,SRINAGAR,Tomato,NA
01-07-11,JAMMU,Tomato,NA
01-07-11,AMRITSAR,Tomato,NA
01-07-11,LUDHIANA,Tomato,NA
01-07-11,BATHINDA,Tomato,NA
01-07-11,LUCKNOW,Tomato,2000
01-07-11,KANPUR,Tomato,3500
01-07-11,VARANASI,Tomato,2400
01-07-11,AGRA,Tomato,NA
01-07-11,DEHRADUN,Tomato,2000
01-07-11,RAIPUR,Tomato,1200
01-07-11,AHMEDABAD,Tomato,1500
01-07-11,RAJKOT,Tomato,1200
01-07-11,BHOPAL,Tomato,800
01-07-11,INDORE,Tomato,1100
01-07-11,MUMBAI,Tomato,900
01-07-11,NAGPUR,Tomato,1300
01-07-11,JAIPUR,Tomato,1200
01-07-11,JODHPUR,Tomato,NA
01-07-11,KOTA,Tomato,NA
01-07-11,PATNA,Tomato,900
01-07-11,BHAGALPUR,Tomato,1500
01-07-11,RANCHI,Tomato,1000
01-07-11,BHUBANESHWAR,Tomato,1500
01-07-11,CUTTACK,Tomato,1600
01-07-11,SAMBALPUR,Tomato,1100
01-07-11,KOLKATA,Tomato,1800
01-07-11,SILIGURI,Tomato,2000
01-07-11,ITANAGAR,Tomato,NA
01-07-11,GUWAHATI,Tomato,2000
01-07-11,SHILLONG,Tomato,1600
01-07-11,AIZWAL,Tomato,NA
01-07-11,DIMAPUR,Tomato,2000
01-07-11,AGARTALA,Tomato,3650
01-07-11,VIJAYWADA,Tomato,1200
01-07-11,BENGALURU,Tomato,1200
01-07-11,DHARWAD,Tomato,850
01-07-11,T.PURAM,Tomato,1500
01-07-11,ERNAKULAM,Tomato,1750
01-07-11,CHENNAI,Tomato,900
01-07-11,DINDIGUL,Tomato,1300
01-07-11,THIRUCHIRAPALLI,Tomato,1220
01-07-11,HYDERABAD,Tomato,633
04-07-11,CHANDIGARH,Tomato,1000
04-07-11,DELHI,Tomato,1200
04-07-11,HISAR,Tomato,1300
04-07-11,KARNAL,Tomato,1400
04-07-11,SHIMLA,Tomato,1600
04-07-11,MANDI,Tomato,1200
04-07-11,SRINAGAR,Tomato,NA
04-07-11,JAMMU,Tomato,NA
04-07-11,AMRITSAR,Tomato,NA
04-07-11,LUDHIANA,Tomato,NA
04-07-11,BATHINDA,Tomato,NA
04-07-11,LUCKNOW,Tomato,2000
04-07-11,KANPUR,Tomato,3500
04-07-11,VARANASI,Tomato,2400
04-07-11,AGRA,Tomato,NA
04-07-11,DEHRADUN,Tomato,2000
04-07-11,RAIPUR,Tomato,1200
04-07-11,AHMEDABAD,Tomato,1500
04-07-11,RAJKOT,Tomato,1200
04-07-11,BHOPAL,Tomato,800
04-07-11,INDORE,Tomato,1100
04-07-11,MUMBAI,Tomato,900
04-07-11,NAGPUR,Tomato,1300
04-07-11,JAIPUR,Tomato,1400
04-07-11,JODHPUR,Tomato,NA
04-07-11,KOTA,Tomato,NA
04-07-11,PATNA,Tomato,900
04-07-11,BHAGALPUR,Tomato,1500
04-07-11,RANCHI,Tomato,1000
04-07-11,BHUBANESHWAR,Tomato,1500
04-07-11,CUTTACK,Tomato,1600
04-07-11,SAMBALPUR,Tomato,1100
04-07-11,KOLKATA,Tomato,1800
04-07-11,SILIGURI,Tomato,2000
04-07-11,ITANAGAR,Tomato,NA
04-07-11,GUWAHATI,Tomato,2000
04-07-11,SHILLONG,Tomato,1600
04-07-11,AIZWAL,Tomato,NA
04-07-11,DIMAPUR,Tomato,2000
04-07-11,AGARTALA,Tomato,3650
04-07-11,VIJAYWADA,Tomato,1200
04-07-11,BENGALURU,Tomato,1200
04-07-11,DHARWAD,Tomato,850
04-07-11,T.PURAM,Tomato,1500
04-07-11,ERNAKULAM,Tomato,1750
04-07-11,CHENNAI,Tomato,900
04-07-11,DINDIGUL,Tomato,1300
04-07-11,THIRUCHIRAPALLI,Tomato,1220
04-07-11,HYDERABAD,Tomato,633
05-07-11,CHANDIGARH,Tomato,1000
05-07-11,DELHI,Tomato,1300
05-07-11,HISAR,Tomato,1300
05-07-11,KARNAL,Tomato,1400
05-07-11,SHIMLA,Tomato,1600
05-07-11,MANDI,Tomato,1200
05-07-11,SRINAGAR,Tomato,NA
05-07-11,JAMMU,Tomato,NA
05-07-11,AMRITSAR,Tomato,NA
05-07-11,LUDHIANA,Tomato,NA
05-07-11,BATHINDA,Tomato,NA
05-07-11,LUCKNOW,Tomato,2000
05-07-11,KANPUR,Tomato,3500
05-07-11,VARANASI,Tomato,2400
05-07-11,AGRA,Tomato,NA
05-07-11,DEHRADUN,Tomato,2800
05-07-11,RAIPUR,Tomato,1200
05-07-11,AHMEDABAD,Tomato,1500
05-07-11,RAJKOT,Tomato,1200
05-07-11,BHOPAL,Tomato,800
05-07-11,INDORE,Tomato,1100
05-07-11,MUMBAI,Tomato,850
05-07-11,NAGPUR,Tomato,1200
05-07-11,JAIPUR,Tomato,1400
05-07-11,JODHPUR,Tomato,NA
05-07-11,KOTA,Tomato,NA
05-07-11,PATNA,Tomato,900
05-07-11,BHAGALPUR,Tomato,1500
05-07-11,RANCHI,Tomato,1000
05-07-11,BHUBANESHWAR,Tomato,1500
05-07-11,CUTTACK,Tomato,1600
05-07-11,SAMBALPUR,Tomato,1100
05-07-11,KOLKATA,Tomato,1800
05-07-11,SILIGURI,Tomato,2000
05-07-11,ITANAGAR,Tomato,NA
05-07-11,GUWAHATI,Tomato,2000
05-07-11,SHILLONG,Tomato,1600
05-07-11,AIZWAL,Tomato,NA
05-07-11,DIMAPUR,Tomato,2000
05-07-11,AGARTALA,Tomato,3650
05-07-11,VIJAYWADA,Tomato,1200
05-07-11,BENGALURU,Tomato,1200
05-07-11,DHARWAD,Tomato,850
05-07-11,T.PURAM,Tomato,1350
05-07-11,ERNAKULAM,Tomato,1750
05-07-11,CHENNAI,Tomato,800
05-07-11,DINDIGUL,Tomato,1300
05-07-11,THIRUCHIRAPALLI,Tomato,1200
05-07-11,HYDERABAD,Tomato,700
06-07-11,CHANDIGARH,Tomato,1000
06-07-11,DELHI,Tomato,1350
06-07-11,HISAR,Tomato,1300
06-07-11,KARNAL,Tomato,1400
06-07-11,SHIMLA,Tomato,1600
06-07-11,MANDI,Tomato,1200
06-07-11,SRINAGAR,Tomato,NA
06-07-11,JAMMU,Tomato,NA
06-07-11,AMRITSAR,Tomato,NA
06-07-11,LUDHIANA,Tomato,NA
06-07-11,BATHINDA,Tomato,NA
06-07-11,LUCKNOW,Tomato,2200
06-07-11,KANPUR,Tomato,2500
06-07-11,VARANASI,Tomato,2400
06-07-11,AGRA,Tomato,NA
06-07-11,DEHRADUN,Tomato,2800
06-07-11,RAIPUR,Tomato,1200
06-07-11,AHMEDABAD,Tomato,1500
06-07-11,RAJKOT,Tomato,1200
06-07-11,BHOPAL,Tomato,800
06-07-11,INDORE,Tomato,1100
06-07-11,MUMBAI,Tomato,900
06-07-11,NAGPUR,Tomato,1200
06-07-11,JAIPUR,Tomato,1400
06-07-11,JODHPUR,Tomato,NA
06-07-11,KOTA,Tomato,NA
06-07-11,PATNA,Tomato,900
06-07-11,BHAGALPUR,Tomato,1500
06-07-11,RANCHI,Tomato,1000
06-07-11,BHUBANESHWAR,Tomato,1500
06-07-11,CUTTACK,Tomato,1600
06-07-11,SAMBALPUR,Tomato,1100
06-07-11,KOLKATA,Tomato,1800
06-07-11,SILIGURI,Tomato,2000
06-07-11,ITANAGAR,Tomato,NA
06-07-11,GUWAHATI,Tomato,2100
06-07-11,SHILLONG,Tomato,1600
06-07-11,AIZWAL,Tomato,NA
06-07-11,DIMAPUR,Tomato,2000
06-07-11,AGARTALA,Tomato,3650
06-07-11,VIJAYWADA,Tomato,1200
06-07-11,BENGALURU,Tomato,1200
06-07-11,DHARWAD,Tomato,850
06-07-11,T.PURAM,Tomato,1350
06-07-11,ERNAKULAM,Tomato,1750
06-07-11,CHENNAI,Tomato,800
06-07-11,DINDIGUL,Tomato,1300
06-07-11,THIRUCHIRAPALLI,Tomato,1000
06-07-11,HYDERABAD,Tomato,700
07-07-11,CHANDIGARH,Tomato,1000
07-07-11,DELHI,Tomato,1400
07-07-11,HISAR,Tomato,1300
07-07-11,KARNAL,Tomato,1400
07-07-11,SHIMLA,Tomato,1600
07-07-11,MANDI,Tomato,1200
07-07-11,SRINAGAR,Tomato,NA
07-07-11,JAMMU,Tomato,NA
07-07-11,AMRITSAR,Tomato,NA
07-07-11,LUDHIANA,Tomato,NA
07-07-11,BATHINDA,Tomato,NA
07-07-11,LUCKNOW,Tomato,2200
07-07-11,KANPUR,Tomato,2500
07-07-11,VARANASI,Tomato,2400
07-07-11,AGRA,Tomato,NA
07-07-11,DEHRADUN,Tomato,2800
07-07-11,RAIPUR,Tomato,1200
07-07-11,AHMEDABAD,Tomato,1500
07-07-11,RAJKOT,Tomato,1200
07-07-11,BHOPAL,Tomato,NA
07-07-11,INDORE,Tomato,1100
07-07-11,MUMBAI,Tomato,850
07-07-11,NAGPUR,Tomato,1200
07-07-11,JAIPUR,Tomato,1400
07-07-11,JODHPUR,Tomato,NA
07-07-11,KOTA,Tomato,NA
07-07-11,PATNA,Tomato,900
07-07-11,BHAGALPUR,Tomato,1500
07-07-11,RANCHI,Tomato,1000
07-07-11,BHUBANESHWAR,Tomato,1500
07-07-11,CUTTACK,Tomato,1600
07-07-11,SAMBALPUR,Tomato,1100
07-07-11,KOLKATA,Tomato,1800
07-07-11,SILIGURI,Tomato,2000
07-07-11,ITANAGAR,Tomato,NA
07-07-11,GUWAHATI,Tomato,2100
07-07-11,SHILLONG,Tomato,1600
07-07-11,AIZWAL,Tomato,NA
07-07-11,DIMAPUR,Tomato,2000
07-07-11,AGARTALA,Tomato,3650
07-07-11,VIJAYWADA,Tomato,1200
07-07-11,BENGALURU,Tomato,1200
07-07-11,DHARWAD,Tomato,850
07-07-11,T.PURAM,Tomato,NA
07-07-11,ERNAKULAM,Tomato,NA
07-07-11,CHENNAI,Tomato,800
07-07-11,DINDIGUL,Tomato,1300
07-07-11,THIRUCHIRAPALLI,Tomato,1040
07-07-11,HYDERABAD,Tomato,700
08-07-11,CHANDIGARH,Tomato,1000
08-07-11,DELHI,Tomato,1400
08-07-11,HISAR,Tomato,1300
08-07-11,KARNAL,Tomato,1400
08-07-11,SHIMLA,Tomato,1600
08-07-11,MANDI,Tomato,2000
08-07-11,SRINAGAR,Tomato,NA
08-07-11,JAMMU,Tomato,NA
08-07-11,AMRITSAR,Tomato,NA
08-07-11,LUDHIANA,Tomato,NA
08-07-11,BATHINDA,Tomato,NA
08-07-11,LUCKNOW,Tomato,2200
08-07-11,KANPUR,Tomato,2500
08-07-11,VARANASI,Tomato,2400
08-07-11,AGRA,Tomato,NA
08-07-11,DEHRADUN,Tomato,2800
08-07-11,RAIPUR,Tomato,1200
08-07-11,AHMEDABAD,Tomato,1200
08-07-11,RAJKOT,Tomato,1000
08-07-11,BHOPAL,Tomato,500
08-07-11,INDORE,Tomato,1100
08-07-11,MUMBAI,Tomato,1000
08-07-11,NAGPUR,Tomato,1200
08-07-11,JAIPUR,Tomato,1400
08-07-11,JODHPUR,Tomato,NA
08-07-11,KOTA,Tomato,NA
08-07-11,PATNA,Tomato,900
08-07-11,BHAGALPUR,Tomato,1500
08-07-11,RANCHI,Tomato,1000
08-07-11,BHUBANESHWAR,Tomato,1500
08-07-11,CUTTACK,Tomato,1600
08-07-11,SAMBALPUR,Tomato,1100
08-07-11,KOLKATA,Tomato,1800
08-07-11,SILIGURI,Tomato,2000
08-07-11,ITANAGAR,Tomato,NA
08-07-11,GUWAHATI,Tomato,2100
08-07-11,SHILLONG,Tomato,1600
08-07-11,AIZWAL,Tomato,NA
08-07-11,DIMAPUR,Tomato,2000
08-07-11,AGARTALA,Tomato,3650
08-07-11,VIJAYWADA,Tomato,1017
08-07-11,BENGALURU,Tomato,1200
08-07-11,DHARWAD,Tomato,850
08-07-11,T.PURAM,Tomato,1350
08-07-11,ERNAKULAM,Tomato,1750
08-07-11,CHENNAI,Tomato,800
08-07-11,DINDIGUL,Tomato,1000
08-07-11,THIRUCHIRAPALLI,Tomato,1200
08-07-11,HYDERABAD,Tomato,700
11-07-11,CHANDIGARH,Tomato,1000
11-07-11,DELHI,Tomato,1500
11-07-11,HISAR,Tomato,1300
11-07-11,KARNAL,Tomato,1400
11-07-11,SHIMLA,Tomato,1600
11-07-11,MANDI,Tomato,2000
11-07-11,SRINAGAR,Tomato,NA
11-07-11,JAMMU,Tomato,NA
11-07-11,AMRITSAR,Tomato,NA
11-07-11,LUDHIANA,Tomato,NA
11-07-11,BATHINDA,Tomato,NA
11-07-11,LUCKNOW,Tomato,2200
11-07-11,KANPUR,Tomato,2500
11-07-11,VARANASI,Tomato,2400
11-07-11,AGRA,Tomato,NA
11-07-11,DEHRADUN,Tomato,1600
11-07-11,RAIPUR,Tomato,1200
11-07-11,AHMEDABAD,Tomato,1200
11-07-11,RAJKOT,Tomato,1500
11-07-11,BHOPAL,Tomato,500
11-07-11,INDORE,Tomato,1100
11-07-11,MUMBAI,Tomato,1050
11-07-11,NAGPUR,Tomato,1150
11-07-11,JAIPUR,Tomato,1500
11-07-11,JODHPUR,Tomato,NA
11-07-11,KOTA,Tomato,NA
11-07-11,PATNA,Tomato,900
11-07-11,BHAGALPUR,Tomato,1500
11-07-11,RANCHI,Tomato,1000
11-07-11,BHUBANESHWAR,Tomato,1500
11-07-11,CUTTACK,Tomato,1600
11-07-11,SAMBALPUR,Tomato,1100
11-07-11,KOLKATA,Tomato,1800
11-07-11,SILIGURI,Tomato,2000
11-07-11,ITANAGAR,Tomato,NA
11-07-11,GUWAHATI,Tomato,2100
11-07-11,SHILLONG,Tomato,1600
11-07-11,AIZWAL,Tomato,NA
11-07-11,DIMAPUR,Tomato,2000
11-07-11,AGARTALA,Tomato,3900
11-07-11,VIJAYWADA,Tomato,1100
11-07-11,BENGALURU,Tomato,1200
11-07-11,DHARWAD,Tomato,850
11-07-11,T.PURAM,Tomato,1350
11-07-11,ERNAKULAM,Tomato,1750
11-07-11,CHENNAI,Tomato,800
11-07-11,DINDIGUL,Tomato,1000
11-07-11,THIRUCHIRAPALLI,Tomato,1000
11-07-11,HYDERABAD,Tomato,650
12-07-11,CHANDIGARH,Tomato,1000
12-07-11,DELHI,Tomato,1138
12-07-11,HISAR,Tomato,1300
12-07-11,KARNAL,Tomato,1400
12-07-11,SHIMLA,Tomato,1600
12-07-11,MANDI,Tomato,2000
12-07-11,SRINAGAR,Tomato,NA
12-07-11,JAMMU,Tomato,NA
12-07-11,AMRITSAR,Tomato,NA
12-07-11,LUDHIANA,Tomato,NA
12-07-11,BATHINDA,Tomato,NA
12-07-11,LUCKNOW,Tomato,2200
12-07-11,KANPUR,Tomato,2500
12-07-11,VARANASI,Tomato,2400
12-07-11,AGRA,Tomato,NA
12-07-11,DEHRADUN,Tomato,1600
12-07-11,RAIPUR,Tomato,1200
12-07-11,AHMEDABAD,Tomato,1200
12-07-11,RAJKOT,Tomato,1500
12-07-11,BHOPAL,Tomato,800
12-07-11,INDORE,Tomato,500
12-07-11,MUMBAI,Tomato,1000
12-07-11,NAGPUR,Tomato,1150
12-07-11,JAIPUR,Tomato,1500
12-07-11,JODHPUR,Tomato,NA
12-07-11,KOTA,Tomato,NA
12-07-11,PATNA,Tomato,900
12-07-11,BHAGALPUR,Tomato,1500
12-07-11,RANCHI,Tomato,1000
12-07-11,BHUBANESHWAR,Tomato,1500
12-07-11,CUTTACK,Tomato,1600
12-07-11,SAMBALPUR,Tomato,1100
12-07-11,KOLKATA,Tomato,1800
12-07-11,SILIGURI,Tomato,2000
12-07-11,ITANAGAR,Tomato,NA
12-07-11,GUWAHATI,Tomato,2100
12-07-11,SHILLONG,Tomato,1600
12-07-11,AIZWAL,Tomato,NA
12-07-11,DIMAPUR,Tomato,2000
12-07-11,AGARTALA,Tomato,3900
12-07-11,VIJAYWADA,Tomato,983
12-07-11,BENGALURU,Tomato,1100
12-07-11,DHARWAD,Tomato,800
12-07-11,T.PURAM,Tomato,1350
12-07-11,ERNAKULAM,Tomato,1717
12-07-11,CHENNAI,Tomato,800
12-07-11,DINDIGUL,Tomato,1000
12-07-11,THIRUCHIRAPALLI,Tomato,1000
12-07-11,HYDERABAD,Tomato,650
13-07-11,CHANDIGARH,Tomato,1000
13-07-11,DELHI,Tomato,825
13-07-11,HISAR,Tomato,1300
13-07-11,KARNAL,Tomato,1400
13-07-11,SHIMLA,Tomato,1600
13-07-11,MANDI,Tomato,1600
13-07-11,SRINAGAR,Tomato,NA
13-07-11,JAMMU,Tomato,NA
13-07-11,AMRITSAR,Tomato,NA
13-07-11,LUDHIANA,Tomato,NA
13-07-11,BATHINDA,Tomato,NA
13-07-11,LUCKNOW,Tomato,2200
13-07-11,KANPUR,Tomato,2500
13-07-11,VARANASI,Tomato,2400
13-07-11,AGRA,Tomato,NA
13-07-11,DEHRADUN,Tomato,1600
13-07-11,RAIPUR,Tomato,1200
13-07-11,AHMEDABAD,Tomato,1200
13-07-11,RAJKOT,Tomato,1500
13-07-11,BHOPAL,Tomato,800
13-07-11,INDORE,Tomato,500
13-07-11,MUMBAI,Tomato,1000
13-07-11,NAGPUR,Tomato,1150
13-07-11,JAIPUR,Tomato,1500
13-07-11,JODHPUR,Tomato,NA
13-07-11,KOTA,Tomato,NA
13-07-11,PATNA,Tomato,1800
13-07-11,BHAGALPUR,Tomato,1500
13-07-11,RANCHI,Tomato,1000
13-07-11,BHUBANESHWAR,Tomato,1600
13-07-11,CUTTACK,Tomato,1700
13-07-11,SAMBALPUR,Tomato,1200
13-07-11,KOLKATA,Tomato,1800
13-07-11,SILIGURI,Tomato,2000
13-07-11,ITANAGAR,Tomato,NA
13-07-11,GUWAHATI,Tomato,2100
13-07-11,SHILLONG,Tomato,1600
13-07-11,AIZWAL,Tomato,NA
13-07-11,DIMAPUR,Tomato,2000
13-07-11,AGARTALA,Tomato,3900
13-07-11,VIJAYWADA,Tomato,983
13-07-11,BENGALURU,Tomato,1100
13-07-11,DHARWAD,Tomato,800
13-07-11,T.PURAM,Tomato,1350
13-07-11,ERNAKULAM,Tomato,1717
13-07-11,CHENNAI,Tomato,700
13-07-11,DINDIGUL,Tomato,1300
13-07-11,THIRUCHIRAPALLI,Tomato,1000
13-07-11,HYDERABAD,Tomato,600
14-07-11,CHANDIGARH,Tomato,1000
14-07-11,DELHI,Tomato,1038
14-07-11,HISAR,Tomato,1300
14-07-11,KARNAL,Tomato,1400
14-07-11,SHIMLA,Tomato,1600
14-07-11,MANDI,Tomato,1600
14-07-11,SRINAGAR,Tomato,NA
14-07-11,JAMMU,Tomato,NA
14-07-11,AMRITSAR,Tomato,NA
14-07-11,LUDHIANA,Tomato,NA
14-07-11,BATHINDA,Tomato,NA
14-07-11,LUCKNOW,Tomato,2200
14-07-11,KANPUR,Tomato,800
14-07-11,VARANASI,Tomato,2400
14-07-11,AGRA,Tomato,NA
14-07-11,DEHRADUN,Tomato,1200
14-07-11,RAIPUR,Tomato,1200
14-07-11,AHMEDABAD,Tomato,1200
14-07-11,RAJKOT,Tomato,1200
14-07-11,BHOPAL,Tomato,800
14-07-11,INDORE,Tomato,500
14-07-11,MUMBAI,Tomato,1000
14-07-11,NAGPUR,Tomato,1150
14-07-11,JAIPUR,Tomato,1500
14-07-11,JODHPUR,Tomato,NA
14-07-11,KOTA,Tomato,NA
14-07-11,PATNA,Tomato,1800
14-07-11,BHAGALPUR,Tomato,1500
14-07-11,RANCHI,Tomato,1000
14-07-11,BHUBANESHWAR,Tomato,1600
14-07-11,CUTTACK,Tomato,1700
14-07-11,SAMBALPUR,Tomato,1200
14-07-11,KOLKATA,Tomato,1800
14-07-11,SILIGURI,Tomato,2000
14-07-11,ITANAGAR,Tomato,NA
14-07-11,GUWAHATI,Tomato,2100
14-07-11,SHILLONG,Tomato,1600
14-07-11,AIZWAL,Tomato,NA
14-07-11,DIMAPUR,Tomato,2000
14-07-11,AGARTALA,Tomato,3900
14-07-11,VIJAYWADA,Tomato,1183
14-07-11,BENGALURU,Tomato,1100
14-07-11,DHARWAD,Tomato,800
14-07-11,T.PURAM,Tomato,1350
14-07-11,ERNAKULAM,Tomato,1717
14-07-11,CHENNAI,Tomato,700
14-07-11,DINDIGUL,Tomato,1300
14-07-11,THIRUCHIRAPALLI,Tomato,1000
14-07-11,HYDERABAD,Tomato,600
15-07-11,CHANDIGARH,Tomato,1000
15-07-11,DELHI,Tomato,1038
15-07-11,HISAR,Tomato,1300
15-07-11,KARNAL,Tomato,1400
15-07-11,SHIMLA,Tomato,1600
15-07-11,MANDI,Tomato,1600
15-07-11,SRINAGAR,Tomato,NA
15-07-11,JAMMU,Tomato,NA
15-07-11,AMRITSAR,Tomato,NA
15-07-11,LUDHIANA,Tomato,NA
15-07-11,BATHINDA,Tomato,NA
15-07-11,LUCKNOW,Tomato,2200
15-07-11,KANPUR,Tomato,800
15-07-11,VARANASI,Tomato,2400
15-07-11,AGRA,Tomato,NA
15-07-11,DEHRADUN,Tomato,1200
15-07-11,RAIPUR,Tomato,1200
15-07-11,AHMEDABAD,Tomato,1200
15-07-11,RAJKOT,Tomato,1500
15-07-11,BHOPAL,Tomato,800
15-07-11,INDORE,Tomato,500
15-07-11,MUMBAI,Tomato,900
15-07-11,NAGPUR,Tomato,1150
15-07-11,JAIPUR,Tomato,1500
15-07-11,JODHPUR,Tomato,NA
15-07-11,KOTA,Tomato,NA
15-07-11,PATNA,Tomato,1800
15-07-11,BHAGALPUR,Tomato,1500
15-07-11,RANCHI,Tomato,1000
15-07-11,BHUBANESHWAR,Tomato,1600
15-07-11,CUTTACK,Tomato,1700
15-07-11,SAMBALPUR,Tomato,1200
15-07-11,KOLKATA,Tomato,1800
15-07-11,SILIGURI,Tomato,2000
15-07-11,ITANAGAR,Tomato,NA
15-07-11,GUWAHATI,Tomato,2100
15-07-11,SHILLONG,Tomato,1600
15-07-11,AIZWAL,Tomato,NA
15-07-11,DIMAPUR,Tomato,2000
15-07-11,AGARTALA,Tomato,3900
15-07-11,VIJAYWADA,Tomato,1183
15-07-11,BENGALURU,Tomato,1100
15-07-11,DHARWAD,Tomato,800
15-07-11,T.PURAM,Tomato,1350
15-07-11,ERNAKULAM,Tomato,1800
15-07-11,CHENNAI,Tomato,600
15-07-11,DINDIGUL,Tomato,1300
15-07-11,THIRUCHIRAPALLI,Tomato,1200
15-07-11,HYDERABAD,Tomato,633
18-07-11,CHANDIGARH,Tomato,1000
18-07-11,DELHI,Tomato,1038
18-07-11,HISAR,Tomato,1300
18-07-11,KARNAL,Tomato,1400
18-07-11,SHIMLA,Tomato,1600
18-07-11,MANDI,Tomato,1600
18-07-11,SRINAGAR,Tomato,NA
18-07-11,JAMMU,Tomato,NA
18-07-11,AMRITSAR,Tomato,NA
18-07-11,LUDHIANA,Tomato,NA
18-07-11,BATHINDA,Tomato,NA
18-07-11,LUCKNOW,Tomato,2200
18-07-11,KANPUR,Tomato,800
18-07-11,VARANASI,Tomato,2400
18-07-11,AGRA,Tomato,NA
18-07-11,DEHRADUN,Tomato,1200
18-07-11,RAIPUR,Tomato,1200
18-07-11,AHMEDABAD,Tomato,1200
18-07-11,RAJKOT,Tomato,1300
18-07-11,BHOPAL,Tomato,800
18-07-11,INDORE,Tomato,500
18-07-11,MUMBAI,Tomato,900
18-07-11,NAGPUR,Tomato,1350
18-07-11,JAIPUR,Tomato,1500
18-07-11,JODHPUR,Tomato,NA
18-07-11,KOTA,Tomato,NA
18-07-11,PATNA,Tomato,1800
18-07-11,BHAGALPUR,Tomato,1500
18-07-11,RANCHI,Tomato,1000
18-07-11,BHUBANESHWAR,Tomato,1600
18-07-11,CUTTACK,Tomato,1700
18-07-11,SAMBALPUR,Tomato,800
18-07-11,KOLKATA,Tomato,1800
18-07-11,SILIGURI,Tomato,2000
18-07-11,ITANAGAR,Tomato,NA
18-07-11,GUWAHATI,Tomato,2600
18-07-11,SHILLONG,Tomato,1600
18-07-11,AIZWAL,Tomato,NA
18-07-11,DIMAPUR,Tomato,2000
18-07-11,AGARTALA,Tomato,3900
18-07-11,VIJAYWADA,Tomato,1183
18-07-11,BENGALURU,Tomato,1100
18-07-11,DHARWAD,Tomato,800
18-07-11,T.PURAM,Tomato,1350
18-07-11,ERNAKULAM,Tomato,1800
18-07-11,CHENNAI,Tomato,600
18-07-11,DINDIGUL,Tomato,1300
18-07-11,THIRUCHIRAPALLI,Tomato,1000
18-07-11,HYDERABAD,Tomato,600
19-07-11,CHANDIGARH,Tomato,1000
